Protein IDs,Symbols,log2FC,adj.pvalue
Q96JB5;B7Z6N4;F5H3I5;J3QQY1;J3QL86;J3QS62;J3QRM1;B4DWZ1;J3KS63;J3KRK4;J3KRI2,CDK5RAP3,1.07870698195147,0.0127638
Q5JTV8;J3KN66;H0Y4R4;E9PKD1;H0YD16;H0YDU3,TOR1AIP1,0.92626363510094,0.0328591
D3DQU2;O14773;B4DIV8;B2R608;Q53HP2;B4DE89;B4E0C7;B4DSE2;B4DEQ3;B4DVA5;E7EV34,TPP1,0.53728570871923,0.151059
Q59EN5;B4DRB7;B4DEK5,PSAP,0.90220490929108,0.013147
O43414;B4DN03;F6UGJ8;H0Y4B0;F6QUN3;B4DEX5,ERI3,1.35570833619508,0.0071954
Q9H2U2;E2QRM6;B4DR66;H0Y9D8;D6RGV9;D6R967;B4DFH3;D6RGI1,PPA2,0.50127959347756,0.146915
Q4U2R6;M0R176,MRPL51,1.08325113887503,0.108074
Q6DKK2;B3KT23;K7EKH7;K7ERR1,TTC19,0.9867064206478,0.0944497
Q86W92;B4DFU8;F5GZP6;H0YFE4,PPFIBP1,1.33294674049845,0.0208715
Q59EM7;Q15653;G5E9C2;Q96LS1;I3L4X3;I3L1A4,NFKBIB,1.06762713020307,0.177035
Q99715;D6RGG3;B9EJB8;H0Y5N9;H0Y4P7;H0Y991,COL12A1,0.92571056836734,0.0166288
E9PR17;P13987;Q6FHM9;E9PNW4;H0YET2,CD59,0.77620256101988,0.117797
Q6IAN0;J3KRS1;J3QLJ8,DHRS7B,0.9596459886834,0.0538581
Q96JB2;B4E2F3;B4DH72,COG3,0.65068200843316,0.136455
A8K818;O15446;A0JLT1;Q05BI1,CD3EAP,1.75456602275979,0.000455995
O15230;F2Z2S4;Q5U4N9;E2QRK0;Q5JTP4,LAMA5,0.67018384098712,0.17581
B4DJV9;O75608;Q6IAQ1;E5RGR0;B4DP64;E5RI35,LYPLA1,0.6124992894629,0.137305
Q15542,TAF5,1.40171446003587,0.0632569
Q16512;Q15523;K7EM57;K7EKY9;K7EN76;K7EL10,PKN1,0.65760676007454,0.132256
O75323;F8WBI5;H7C333;C9K068;C9J7B1,GBAS,0.44541297265772,0.199401
Q9BYB4;C9JPQ6,GNB1L,0.9115869747056,0.182353
Q9Y315;E9PPM8;E9PML7;G3V158;B4DKS9;E9PMH9;E9PPK3;E9PJB9;E9PJ44,DERA,0.55304865208937,0.140329
Q8WW59;B4DUC9,SPRYD4,0.76394734449246,0.123638
Q92623,TTC9,1.20817267193197,0.0709553
C9JCC6;Q14919;E9PQX9;E9PNC7;E9PMW2,DRAP1,0.82022408040375,0.0986592
Q8N584;B7Z3X0;G3V1P2,TTC39C,0.68713103122775,0.178161
Q9NRY4;A2RRE5;B4DPI8,ARHGAP35,0.4996564393049,0.179284
Q6PML9;B2R745;B4DSU2;D6R9M6,SLC30A9,1.12660400355766,0.00925902
P07355;H0YN42;H0YMU9;H0YMD0;A6NMY6;H0YM50;H0YKS4;B3KRQ1;H0YNP5;B4DNH8;H0YL33;H0YN28;H0YMM1;H0YMW4;H0YKX9;H0YMT9;H0YLV6;H0YKZ7;H0YKL9;H0YNA0;H0YKV8;H0YN52;H0YMD9;H0YKN4;H0YNB8;H0YLE2,ANXA2;ANXA2P2,0.51130805360544,0.140025
B2R532;Q9Y3B8;H0YGR4;F5GYG5;H0YG54;H0YG83;F5GX07;H0YH58;F5H784;H0YG37;F5H6P8;Q9BTR4;F5H7P1,REXO2,0.601255129844,0.169576
Q13330;E7ESY4;H0Y4T7;Q59FW1;F8VSM3;Q86TR6;F8W9Y9;Q9BRL8,MTA1,0.53859918707574,0.150147
P53701;Q68D50,HCCS,0.48863131796634,0.188323
Q9Y3M8;B2R789;B3KRK6;H3BRG5;B3KT75;B3KT04;Q86XT0,STARD13,1.05775212720667,0.0366115
L7RRS0;O00443;B4DG55;F5H2B0;B4DRX6;B4E2G4,PIK3C2A,0.99344671667933,0.0920418
Q96GW9;B4DVV7,MARS2,1.29874153059574,0.0511941
P23470;B7ZLX5;B7Z3T1;O60420,PTPRG,1.79774329754132,0.0139387
P34897;Q53ET4;Q5HYG8;B4DJQ3;B4E1G2;Q5BJF5;B4DP88;B4DW25;B4DWA7;B4DJ63;B4DLV4;H0YIZ0;G3V5L0;G3V4W5;G3V2Y4;G3V540;G3V2W0;G3V2E4;G3V4X0;G3V4T0;G3V3Y8;G3V241;G3V3C6;G3V2Y1;G3V2D2,SHMT2,0.49781097930929,0.149386
Q15019;B5MCX3;H7C2Y0;C9J2Q4;C9JB25;C9J938;C9JQJ4;C9IZU3;C9IY94;H7C310;C9JZI2;B5MD47;F8WB65;C9JFT1;C9JSE7;C9JT15;H7C1T1,SEPT2,0.43563370173565,0.198769
Q9HD45;Q96JZ5;Q8WUB5;Q5TB53;Q8NCC4;Q96K55;B4DN13,TM9SF3,0.56509429450354,0.132467
P49419;F8VS02;H0YHM6;F8VVF2;F8WD33;F8WDY6,ALDH7A1,0.43589265917331,0.198505
G3V2B8;F5H2F4;B7Z809;G3V3L6,MTHFD1,1.83629108884212,0.0035723
P24752;H0YEL7;G3XAB4;Q96FG8;E9PRQ6,ACAT1,0.49698388816649,0.149956
P29144;Q5VZU9;B7Z920,TPP2,0.54352078347455,0.146749
Q59EC9;B2RAG5;O15228;Q53H08;Q53FI2;B4DNM9;Q5TBH8;B3KN78;Q71V38;Q5TBH6,GNPAT,0.92603833721013,0.0627005
Q8IV08;B4DEL6;M0R1F7;M0QZI4;M0R3G9;E2QRG1;E2QRD3;M0QX99;M0R2W7;M0QX50;M0QY94;M0R2E7,PLD3,0.50660390636588,0.17383
P11766;Q6FI45;Q6IRT1;Q5U043;Q2VIM7;H0YAG8;D6RFE4;D6R9G2;D6RAY0,ADH5,0.49714934433283,0.160528
P51991;B4E036,HNRNPA3,0.45339360449173,0.183554
D3DV26;P60903;Q6FGE5,S100A10,0.62681047556142,0.128909
E5KLJ7;E5KLM1;E5KLJ5;E5KLL9;E5KLJ9;E5KLK1;E5KLM2;O60313;E5KLJ6;E5KLM0;E5KLK0;E5KLK2;Q6PEK6;H7C141;H7C3G2;H7C321;C9JY58,OPA1,0.48852036276222,0.156108
Q00403;B1APE2;B1APE1,GTF2B,1.03912333750373,0.105296
Q9UH65;E7EMB1;E9PJM7;E9PJK8,SWAP70,0.79062872717826,0.0586431
P22033;B2R6K1;T1WHH0;S4UML7;S4UML3;Q59HB4;S4UM43;S4UNR5,MUT,0.65244107559887,0.0854325
B2R6F9;Q15208;Q9UPD3;Q9UPD4,STK38,0.72908242160186,0.0799419
Q5HYI8;C9JXM3;F8WDC7;F8WF50;F8WAX9;H7C533,RABL3,0.76247979266814,0.124317
Q02218;E9PCR7;E9PDF2;F5H801;B4DF00;B4DH65;B4DZ95;E9PFG7;B4E3E9;B4DK55;A2VCT3;A2VCT2;C9J4G7;Q9ULD0;A5XEI1,OGDH;OGDHL,0.5112534422667,0.140025
Q13501;E7EMC7;E3WH17;B4E3V2;B4DE82;E3W990;E9PFW8;C9JRJ8;C9J6J8;D6RBF1,SQSTM1,0.7742241322591,0.0406907
P21796;B3KTS5;C9JI87;B4DEI3,VDAC1,0.63973265328009,0.0720119
B7ZAJ8;B4DNR0;Q9NW81;B4DFT4;K7EIV4;M0QZC4;M0QZP7;M0R078;K7ESN5,ATP5SL,0.87833109533582,0.174239
O75844;B3KNM6,ZMPSTE24,0.72282332904559,0.0973623
P07339;H7C469;C9JH19;F8WD96;H7C1V0;F8W787,CTSD,0.51795517420494,0.135549
P00505;B3KUZ8;A8K482;B4DJA6;E7ERW2;B4DY39,GOT2,0.45259752498973,0.184219
O60476;H0Y543;Q5T9E3,MAN1A2,1.16910746709339,0.0812442
A8K6U7;Q9BUJ2;B7Z4B8;A8K3W4;A8K5K0;M0R3F1;M0QYZ0;B3KM60;M0QYI8;M0R0K8;M0QZV6;M0R203;M0QYM5;Q9BTB7;M0R247,HNRNPUL1,0.47099369373557,0.17937
Q8NFD5;G3XAA0;H0Y7H8;B4DYC0;Q9NWF5;H0Y2R3;H0Y3S9;A4FU79,ARID1B,1.24619149334509,0.0504827
Q96EY7;B2RDU4;B4DF73;B8ZZQ4;F8WE76,PTCD3,0.68478441805574,0.0988825
Q8WWI5;B3KMS7;B3KWF2;H9KV47,SLC44A1,0.56942825342545,0.193962
Q4G176;Q6P2C7;F5H5A1;F5H755;F5H2G6;F5H362;F5GX20;H0YGC7;F5H3B2;H0YH37,ACSF3,0.5748731823829,0.189583
Q13637;B2R5I8,RAB32,0.69125857153289,0.175461
P09758;C5IX07;D1MF27,TACSTD2,0.74797651514378,0.0860294
P54105;J3KN38;E9PMI6;Q9P1H0;E9PJF4,CLNS1A,2.22473678601651,0.00188753
D6W592;Q8WVV9;B7WPG3;Q5JB52;A8K894;C9IYN3;H7C464;H7BXH8;C9JJZ7;H7C0J6,HNRNPLL,0.67594437701634,0.121605
E5RJ48,LYPLA1,0.5134908137478,0.137305
Q8TCU6;H0YDZ4,PREX1,0.5581063318035,0.111036
O75600,GCAT,1.2965567320345,0.0895546
Q86X76;B7Z410;B2R8D1;B1AQP4,NIT1,0.57037211675051,0.129133
Q15735;B4DF95;B5MBZ3;B5MCL8,INPP5J,1.53953665429705,0.00712404
P54886,ALDH18A1,0.57047695234557,0.115553
P54819;F8W1A4;F8VY04;F8VZG5;B4DLK2;G3V213;F8VPP1,AK2,0.45180100596832,0.184885
Q15293;B7Z1M1;Q5J7V8;E9PP27,RCN1,0.49485884798067,0.183152
B4DEA8;P49748;Q53HR2;B3KPA6;B3KPX1;G3V1M7;B4DYY0;K7EQP4;J3QRJ8;K7EJW8;J3QKU9;J3KS89;J3KSR4;K7EMF8,ACADVL,0.67518900738768,0.0589667
P31942;Q53F48;B4DHY1,HNRNPH3,0.51662275698094,0.147457
B3KPX5;Q96I59;B2RD66;G3V178;Q9H5H1;E9PRK2;H0YE96,NARS2,0.72687366300495,0.0808073
Q8NEZ2;H0YBN0;B3KW95;E5RG91;E5RJX6;E5RHB8;E5RJ10,VPS37A,1.03872556428553,0.105435
O95568;Q5TI78,METTL18,2.4082984962612,0.000202044
B2RDE8;P51858;B7Z958;A8K8G0;B7Z525;Q8N4N4;H3BPQ6,HDGF,0.44097606539493,0.194059
Q5T6F2;B4DZ54;B4DRB6;F5H2U4;A6NCA8;B4E0R5;B4DH66;B7Z7P2;E7EWG4;Q6UWR4;B3KQ73;Q5JV03;A2A306;Q9P0H6;A2A305,UBAP2,0.83146568870631,0.199581
P30041;A4UCS6;B4DUK1,PRDX6,0.53032310186319,0.127622
P26885;Q53XJ5;F5H0N4,FKBP2,0.63322330235642,0.0944075
Q15067;I3L0T4;K7ELT1;K7ENF1;I3L2U4;K7ESC7,ACOX1,0.5422117803016,0.184821
P55809;Q6IAV5;B2R5V2;B7Z609;E9PDW2;A1E286;B7Z528;B3KS89;Q9BYC2;Q9H7N8,OXCT1;OXCT2,0.54490863192356,0.129955
Q3MIR4,TMEM30B,1.18540500122754,0.0414988
J3QTA6;Q9BRQ6;J3QTB2;H0Y922,CHCHD6,1.05173819601047,0.0377247
P11117;B7Z552;E9PQY3;B7Z6L8;B7Z7D2;B7Z4Z2;E9PHY0;E9PP23;B7Z6U3;B7Z6T8;E9PQW9;E9PKW9;B7Z5T5;G5EA28,ACP2,0.93084388285587,0.0664604
Q96PZ2,FAM111A,2.29771287098647,0.00128972
Q546E0;Q9BYC5;A8K8P8;G3XAD2;A5PLL2,FUT8,0.66368790895563,0.128629
G5D7T4;R9Y6A5;A0S208;A0SBU5;A1DT13;A1DV59;A3R095;A4ZKZ1;A4ZL69;A6YTJ7;A6Z2R5;A6Z3V4;A6Z519;A8JL09;A8JMT6;B2MXR9;B2MZ68;B2XII6;B2XIJ9;B2XMG1;B4F439;B7ZJ43;B8X5B2;C5MNC7;C8YAC0;D1G3X0;D1GI26;D4IH21;D6C0Z2;D6R613;D9MZN6;E1B2Y7;E2DFE6;E5DY52;E5E129;E7E463;F2WHR5;G4W1I6;G9LF90;G9LL05;H6TVP0;H6WHI1;H6WHT5;H9LKY3;H9PBK1;H9PSV8;H9RZ55;H9S1L2;H9T1M7;H9T2R7;H9T6C8;I3Q9B1;K9R3Q7;M1LM67;P03928;Q0Z7D7;Q0ZK82;Q3S924;Q3S937;Q4F0Q1;Q4F196;Q4F675;Q4GAR3;Q4GUF2;Q5S8S7;Q5S8W6;Q5S8Z2;Q5XTF0;Q6RLG0;Q6RM58;Q7GXU0;Q7YCG7;Q7YEE7;Q85BD0;Q85KW5;Q85KZ3;Q8W8E1;Q94P44;Q9B1A3;R9Y5H6;R9ZR79;T1SWT3;T2HIA7;T2HIR1;A4ZLL2;H9E7R2;K7WIH9;A0S8D6;A6YYT8;A6Z7K1;B2XEL6;B4YC28;B7TCM5;B9EG24;E5QC94;G3C9Y5;G3CA50;G9B020;G9LC48;H9E7S1;H9NQW0;H9QCE6;H9QNW3;L7XY67;Q305N4;Q4EWR0;Q5GND0;Q5SAB0;Q5SAC3;Q6RKZ6;Q6RLZ4;Q6RMN1;A0S9D7;A1DVF0;A6YXS5;B2CB77;C8YA16;C8YFB2;D7SFF4;E5E1V2;E5QB59;F2WGM5;F8RZJ4;G9LIB9;H9SRR9;H9SZ30;I6QAW7;J7K7C6;Q4GFJ0;Q4GR32;Q4VG42;Q6RNJ6;Q7YCD6;Q7YEG9;Q8HNQ6;K7WVL1,MT-ATP8,0.62282268735629,0.154487
A8KA40;Q8IXK0;B7ZLY0;B4DG61;B3KPJ4;C9J3D2;H7C528;P78365,PHC2;PHC3,0.90947510730538,0.183452
Q969V3;B2RA56;K7EMW4;K7ELZ9;K7ENM2;K7EQ66;K7EN96,NCLN,0.63279666626145,0.08573
P61457;Q6FGB3;Q6LEE2;Q6LEE0;Q6LEE1,PCBD1,0.53253111665368,0.192233
B2RBJ8;Q9H0R6,QRSL1,0.92306520804015,0.0687804
A8K2P1;B2R601;P54764;E9PG71;B7Z6Q8;Q53TA0;Q58F15,EPHA4,1.17118283973193,0.131736
Q16204;Q05CP8;J7MDF2;J7M8C2;Q15302,CCDC6,0.49292427329015,0.184782
P45974;F5H571,USP5,0.47919744881335,0.163057
Q6NUK1;B7ZB41;B4E290;J3KN42;H3BMI3,SLC25A24,0.62049559617634,0.0910648
Q92665,MRPS31,0.82734808051133,0.0571421
B4DFQ6;Q96CM8;B4DHT5;E9PF16;B4DTB9;B4DUF5;D6RF87,ACSF2,0.60120381942535,0.0887385
Q9NRG7,SDR39U1,0.85345256052009,0.0929105
F8W0P7,ATP5B,0.51594247789551,0.0273845
E7EX59;Q59GV0;E9PDR0;P05166;E7ETT1;E7EUY3;C9JQS9;E7ETT4;B7Z8A8;E9PEC3;F8WBI9;B7Z7U9;E7ENC1;Q86TD7;Q9HBR7;Q8WVH4;H7C5C9;C9JVW9;C9JVY9;C9JAW3,PCCB,0.47810816910786,0.197179
P48637;B7Z1C5;B7Z514,GSS,0.6120155523383,0.0837577
Q9HC03;Q9Y673;B4DR67,ALG5,1.08207507865684,0.0645782
Q1KMD3;H3BQZ7,HNRNPUL2;HNRNPUL2-BSCL2,0.70151408609642,0.0603985
Q5JWF2;P63092;Q5FWY2;Q14455;B0AZR9;S4R379;S4R3S2;S4R3F3;S4R3E3;O60726;A8K1Y9;P38405;Q8N2B4;H0Y7F4;B4DHG7;Q5JWE9;K7EPE2;K7EQ80;S4R3V9;S4R301;O75632;O75633;A8MTJ3;P19087;Q5T697;P11488;H0Y7E8;Q5JWD1;A2A2R6,GNAL;GNAS;GNAT1;GNAT2;GNAT3,0.50221414171056,0.157028
O43813;Q53TN2;Q6FHH6;B2R602;E9PHS0;B4DGM7;F8WDS9;H7C2E3,LANCL1,0.71010413851146,0.0876694
Q96DP0,NDUFV3,0.69207784653136,0.013147
J3QRU1;B2RA70;P07947;P12931;Q9H7V3;P06241;B3KPS6;Q5R3A8;Q9P134;B4DZS7;Q573B4;P06239;B3KUV3,FYN;LCK;SRC;YES1,0.76220446042883,0.0801284
Q96BW5,PTER,0.92771698474964,0.17409
O75879;Q53GP4;D6REA0;D6RDU9;Q63Z41,PET112,0.7777470323143,0.198001
Q9BRA2;I3L2R6;I3L3M7;I3L0K2,TXNDC17,0.54786669544155,0.143748
P60174;Q53HE2;B4DUI5;Q2QD09;U3KPZ0;U3KQF3;U3KPS5,TPI1,0.56559402024168,0.106866
Q99797,MIPEP,0.621684905213,0.155233
B7ZAQ6;P0CG08;B4DT03;B4DY51;A6NKF9;E9PKY3;U3KPV2;H0YFP4,GPR89A;GPR89B;GPR89C~withdrawn,0.83124696267291,0.0942851
Q02338;E9PCG9;C9K0G7;C9JQ90;C9JM78;A1E284;H7C2W1;C9JEB9,BDH1,0.66910729414162,0.0714437
B4DLN1;B4E1E9;P52815;I3L1E8;Q96Q74;A4UCS1,MRPL12;SLC25A10,0.47581520265396,0.175787
Q6ZUY8;A8K2H6;B3KRG8;P38571;B3KU19;B4DE67;Q5T073,LIPA,0.9941698182247,0.0917576
Q53GF0;Q8NFW8;F5H296;F5GYM0,CMAS,0.92612026778676,0.0626725
P17152;B7Z587,TMEM11,1.58136448027918,0.0163979
Q9UGM6;B7Z6G7;B7Z5X7,WARS2,1.43661174159905,0.012371
O43464;A8K7G2;B2BKJ3,HTRA2,0.94651888395597,0.0619295
Q5SSJ5;B0QZK4;Q5SWC8;B4E0N8;B0QZK8;B0QZK9,HP1BP3,0.74272967019806,0.048435
Q9UHG3;B7Z8A2;B7Z9P8;B7Z3Y2;Q584P1;F8W8W4;C9K055;Q53ST0;C9JM55;C9JGT6,PCYOX1,0.71043716511803,0.0624327
A8K3Y2;B5BU16;P52564;Q6MZH7;K7EIW3,MAP2K6,0.94091413470186,0.11229
Q5ST30;B4E0K6;B7ZL25;B2RDZ1,VARS2,1.05689185506471,0.0992304
Q13308;Q59FV9;H0Y8F1;Q9NSQ6;B3KP36;C9JQR6;Q86X91;B7Z471;H7C5L0;F8WDG7;C9J9E8,PTK7,0.83485170861783,0.0464164
Q60FE5;Q60FE6;A6NDY9;Q8TES4;Q6NXF2;Q96C61;E9PHF0;B4E2F9;B4DTD5;Q2VP91;H0Y5C6;Q86TQ3;H0Y5F3;H7C2E7,FLNA,0.53164293162774,0.126806
Q9NZN5;E9PMR6,ARHGEF12,0.69734382092645,0.171656
Q53XS4;P29350;Q53EL0;B4DPS0;B4DTD7;F5H0N8;F5H1Z8;F5H5H9;F5GY79;U3KQS1;F5GXD4;F5H4Z1;F5H1V7,PTPN6,0.63460273185434,0.146651
Q9Y3E1;H3BTV7;H3BPM9,,1.05235760803184,0.0729026
O14681;B4DKL6;A6NES3;E9PS58;E9PM05;Q59EJ1;E9PL33;B4DWJ0;B7ZB74;E9PLB8,EI24,0.88719599795304,0.136478
Q9NWU1;C9JQQ2;C9J2G3;F8VNS3,OXSM,0.80878310476826,0.111706
P36542;Q8TAS0;B4DL14;B4DFE6,ATP5C1,0.75040773153254,0.0464359
Q8IXQ4,GPALPP1,1.38900549396209,0.0660488
E5KMI6;P36776;B3KXS5;Q8N8K8;Q2VPA0;B3KU28;K7EKE6;K7EJE8;B3KPH8;F5GZ27;B4DPX0;A4VCH6;K7ER27;K7ER56;K7ERR6;K7EQF8,LONP1,0.54464184165709,0.130132
A8K4W2;P24539;Q08ET0;Q5QNZ2;Q53GB3,ATP5F1,0.67064846526167,0.0708981
Q00688;Q53GD8;G3V5F2,FKBP3,0.58336593128614,0.0974659
Q96DB5;B4DZW6;H0YB03;B4DNF5;E7EVI2;E5RH53;H0YC67;H0YB83;H0YBD9;H0YC27;H0YAP5;E5RGC8,RMDN1,0.97420078928991,0.0247137
Q96PU5;B7Z6K0;F5H602;B7Z2P9;K7ERN1;Q5XLQ3;Q76N89;A4D1V5;B4DH42;Q9P2P5;Q9HCE7;Q9HAU4;D6W5S0;Q8NDD8;Q96DE7;K7ENS6;K7EKL1;H0Y8H4,HECW1;HECW2;NEDD4;NEDD4L;SMURF1;SMURF2,0.81715698009078,0.0602996
P82914;Q59EA6;D3DPS9;B4DYW3,MRPS15,0.74772157903198,0.131672
Q12986;A0JLR2;O43831,NFX1,1.65501387171699,0.011832
P48735;Q53GL5;B4DFL2;Q13584;B4DSZ6;H0YL11,IDH2,0.64215363906479,0.0710217
Q96DG6;B2RD36,CMBL,0.64250272443908,0.0817034
Q9BS35;G3V4P8;P60983;Q59G69;O60234;Q6IB37;M0QYJ8;M0R0C1;M0R1D2;M0QYG8;Q8TDZ6;G3V3X4,GMFB;GMFG,0.52927176147762,0.156761
F5H569;Q93050;Q53X12;Q5CZH6;Q53ET5;B7Z2A9;B7Z641;B7Z2J9;K7EM24;K7EPG4;K7ELZ6;F5H1T6;Q6AHY6;K7EN36;K7EQW2,ATP6V0A1,0.83476442728072,0.0464413
Q5SWH9,TMEM69,1.14555145709781,0.141993
Q9Y305;H7C5Q2;Q96EA2;Q9H2R8;C9J7L8,ACOT9,0.73327913392456,0.0509731
Q14011;Q53XX5;D6W5Y5;B4E2X2;K7EQR7;K7EPM4;K7EMY9;K7ER40;B4E2A3;K7ELT6;Q6ZR81;K7EJV5;K7ENX8;K7ELV6;B3KT17;K7ELL4;K7EQL0;K7EIF7;K7ENN6;K7EQX4,CIRBP,0.9995328942438,0.00682814
P50583,NUDT2,0.80194614967361,0.182906
P82673;H0YG82,MRPS35,0.58417092696499,0.182346
Q96IZ0;H0YI16;H0YHP5;F8W1M8,PAWR,0.80120930039161,0.0368513
D6RER5;Q9NVA2;D6RGI3;D6RDU5;Q96KC0;H0Y961;D6R9Y6;D6RDP1;H0Y9G8,SEPT11,0.58699783469537,0.106956
Q8IYB8;B7Z611;B1AR60,SUPV3L1,0.75680191988109,0.0696767
Q9BQ69,MACROD1,0.85021791362182,0.0272167
P30044,PRDX5,0.6630244144567,0.063209
P45880;B4DKM5;Q5JSD1;Q5JSD2;A2A3S1,VDAC2,0.76740394489368,0.0339534
P10253;B7Z5V6;I3L3L3;I3L0S5;I3L2V9,GAA,0.84270718560509,0.0445029
B4DU07,ACOX1,0.61796188452951,0.013147
Q8IUH4;A8K5N3,ZDHHC13,1.32963681217633,0.0212103
Q8TAT6;B4DG89;I3L3I1;I3L4U9;I3L283;I3L281,NPLOC4,0.72503829263103,0.0575304
Q5VV89;O14880;Q53GB9;Q5VV87,MGST3,0.73142845844844,0.1512
O75947;A0PJH2;F5H608,ATP5H,0.60179377909079,0.0996836
O15211;Q9BSI0;Q9BWF0;Q92942;B4DG72;I7H119;Q4G0R5;Q54AJ0,RGL2,0.84931091135087,0.155841
Q6NSJ0,KIAA1161,1.06016189670894,0.033372
B2R983;P78417;Q5TA02;Q5TA01,GSTO1,0.56682944072733,0.13139
B2R5H0;P31949,S100A11,0.6922705495241,0.0534208
P48047;Q53HH2;H7C0C1;H7C086;H7C068,ATP5O,0.78316231394472,0.0307407
P20645;Q53GY9;Q6I9U3;B2R6S2;Q96AH2;H0YF90;F5H883;F5GXU0;F5GXE0;H0YGT2;H0YGE9,M6PR,0.78377280624844,0.0409097
B4DDK9;B3KQM0;Q10469,MGAT2,0.87302838915542,0.143503
P31937;H7BZL2,HIBADH,0.7182175847219,0.0552827
Q9H9Y2,RPF1,0.9841509943217,0.147301
Q59EI9;P12236;Q6I9V5;I7HJJ0,SLC25A6,0.66552934979085,0.127573
Q712K3,UBE2R2,1.17642712737234,0.0653936
Q9HCH5,SYTL2,-0.68350746542325,0.177734
O60783;B2R4A5;Q96Q61,MRPS14,0.70981862593564,0.152046
A8K6V6;P15586;B4E284;F6S8M0;B4DYH8;H7C3P4;Q7Z3X3;B4DTT0;F5H4C6;H0YFA9;B4DKX8,GNS,0.87302838915542,0.0170072
O75964;E9PN17,ATP5L,0.69491760882185,0.0680103
P32456;P32455;Q5D1D5;B4E1L5;Q8TCE5;B4DNS2;Q59H47,GBP1;GBP2,2.93750422629427,1.38673e-7
Q8NBS9;Q658S9;Q6EHZ3;Q86UY0,TXNDC5,0.74300874395553,0.0483558
P40123;B7Z4M3;E9PDI2;Q5JPJ8;B7Z1C4;B7Z385;F8WDB9;B7Z214,CAP2,0.53053866676389,0.138648
Q92567,FAM168A,1.04575564795185,0.187896
Q96QD9;F6VVD0;H9KVC6;H9KVD1;H9KVD5,FYTTD1,1.22448697590232,0.0348103
P02144;B0QYF8;B2RA67;F2Z2F1;B4DUI1;Q8WVH6;B0QYF7;F2Z337,MB,0.63191790036153,0.148417
B0YJ88;P35241;Q05CU6;Q6PKD3;P26038;B7Z2S7;Q6PJT4;E9PNV3;E9PQ82;H0YE16,MSN;RDX,1.35839753699939,0.018409
Q8WUY1;H0YAR9;B4DWJ7,THEM6,0.58107833190961,0.184735
A8K1K8;Q9BVV7;J3QRI1,TIMM21,1.15232608647071,0.0226291
P11047,LAMC1,0.78578334246114,0.122483
B0I1S9;O43795;E9PDF6;Q05CR5;E7EQD9;B3KQI2;E7EPB4;H7C2Y7;C9JYW1;C9JUP5;Q14777;B2R643;Q9UBC5;C9K0I9,MYO1A;MYO1B,0.73407489701462,0.0507528
Q13445;K7EQ63;K7EIN4,TMED1,0.92119617907502,0.069363
Q9GZP8,C19orf33,0.86242836607934,0.08949
P56537;B7ZBH1;F8WDS6;B4DJH0;F8WD20,EIF6,0.63758280928793,0.0728523
Q8TD19;B3KY50;Q6PKF2;G3V459,NEK9,1.06232538947723,0.0142092
A6NJZ9;A8K905;Q8WTT2;F5H677;B4DXL4,NOC3L,0.71487809361411,0.0467657
E9KL48;P00367;B4DMF5;Q53GW3;B4DMG8;B4E0N9;B4DGN5;B3KT18;B3KV55;Q59FQ4;Q14400;Q9BSD0;Q9UQV0,GLUD1,0.79175323231788,0.0291044
A8K5G2;Q13614;C9JEX3;B4DDL6,MTMR2,1.26902846322694,0.0570975
P30536;Q13850;B1AH87;Q8N730;O76068,TSPO,0.78268730792993,0.0411785
P10155;Q5LJA0;B3KN94;G5E9R9;H0Y9N5;D6RE09;D6RDN1,TROVE2,0.75315816628233,0.0489658
P52788;B4DE40;H7C2R7,SMS,0.75100911468881,0.0375875
Q02252;J3KNU8;Q53FN8;Q53H94;B4DFS8;G3V4Z4;O43573,ALDH6A1,0.78639272688865,0.0379871
P50897;E9PMG2;B4DWU3;E9PIA8;E9PNU2;Q5T0S4;E9PK48;E9PP28;E9PSE5,PPT1,0.81786365311856,0.0332839
Q5U602;Q9H082,RAB33B,-0.69266228908329,0.173152
Q9Y487;Q8TBM3;F5H5F3,ATP6V0A2,0.78194055378062,0.124389
B2RDK8;Q8TEL6;E1P5Q0;B4DQU2;B4E0Q1;B4DW48,TRPC4AP,0.87336834675131,0.0789273
Q9BUT1;D6R9P2;A8K5M0;B3KY19;D6RIR6;D6R9U8;D6RFG2,BDH2;SLC9B2,1.06890778534305,0.0346576
Q9H7P6;B7Z1P9;G8JLL7;F8W922;B7Z4X0,MVB12B,1.60944138131627,0.0145047
Q15847;Q5TBU5;Q5TBU2,ADIRF,0.74973666213795,0.0466147
Q7L0Y3;C9JVB6,TRMT10C,0.89688488510784,0.0197242
P18859;Q6IB54;Q6NZ59;A8MUH2,ATP5J,0.94894019088666,0.0142026
Q9P273,TENM3,0.99293837435932,0.143472
B4DJ38;G3V325;C9JJT5;A4D273;O75127;Q3ZB84;Q3SYP6;C9JU26;F5H4H2,ATP5J2;ATP5J2-PTCD1;PTCD1,0.65491500281338,0.113579
A8K455;Q00266;B1ANE6;B4DN74;B4DFQ8,MAT1A,0.61448345970176,0.10386
E9LUH4;D0UU70;D3YJ43;D5L9I5;E9LUH3;P51608;C6KG45;A8K079;E1B2J3;C6KG44;D6QZ43;I6LM39;D9ZNA4;D5L9I4;B5MCB4;Q59FJ6;C6FGV0;C9JH89,MECP2,0.92900535190629,0.149585
